activity_id,title,description,status,start_date,end_date,spent_time,expected_time 
1331,U!,"Ius autem, quod ita dici appellarique possit, id esse natura, alienumque esse a sapiente non modo iniuriam cui facere, verum etiam nocere. nec vero rectum est cum amicis aut bene meritis consociare aut coniungere iniuriam, gravissimeque et verissime defenditur numquam aequitatem ab utilitate posse seiungi, et quicquid aequum iustumque esset.",FINISHED,2015-07-26,2015-07-28,1079,960
1332,Qu?,"Cum autem omnia officia a principiis naturae proficiscantur, ab isdem necesse est proficisci ipsam sapientiam. sed quem ad modum saepe fit, ut is, qui commendatus sit alicui, pluris eum faciat, cui commendatus sit, quam illum, a quo, sic minime mirum est primo nos sapientiae commendari ab initiis naturae, post aute.",FINISHED,2015-07-28,2015-07-30,866,960
1333,Posuist.,"Contineo me ab exemplis. Graecishoc modicum est: Leonidas, Epaminondas, tres aliqui aut quattuor;ego si nostros colligere coepero, perficiam illud quidem, ut sevirtuti tradat constringendam voluptas, sed dies me deficiet, et, ut Aulus Varius, qui est habitus iudex durior, dicere consessorisolebat, cum datis testibus alii tamen citarentur: 'Aut hoc testiumsatis est.",FINISHED,2015-07-30,2015-08-01,962,960
1334,U?,"Sed cum ab his omnia proficiscantur officia, non sine causa dicitur ad ea referri omnes nostras cogitationes, in his et excessum e vita et in vita mansionem. in quo enim plura sunt quae secundum naturam sunt, huius officium est in vita manere; in quo autem aut sunt plura contraria au.",FINISHED,2015-08-01,2015-08-03,1037,960
1335,Videmu!,"Ut vero conservetur omnis homini erga hominem societas, coniunctio, caritas, et emolumenta et detrimenta, quae et appellant, communia esse voluerunt; quorum altera prosunt, nocent altera. neque solum ea communia, verum etiam paria esse dixerunt. incommoda autem et commoda - ita enim et appello - communia esse voluerunt, paria noluerunt. ill?",FINISHED,2015-08-03,2015-08-05,1070,960
1336,Au.,"Ut enim, inquit, nemo dicit in regia regem ipsum quasi productum esse ad dignitatem (id est enim prohgmanon), sed eos, qui in aliquo honore sunt, quorum ordo proxime accedit, ut secundus sit, ad regium principatum, sic in vita non ea, quae primo loco sunt, sed ea, quae secundum locum optinent.",FINISHED,2015-08-05,2015-08-07,1079,960
1337,Qua!,"Ius autem, quod ita dici appellarique possit, id esse natura, alienumque esse a sapiente non modo iniuriam cui facere, verum etiam nocere. nec vero rectum est cum amicis aut bene meritis consociare aut coniungere iniuriam, gravissimeque et verissime defenditur numquam aequitatem ab utilitate posse seiungi, et quicquid aequum iustumque esset!",FINISHED,2015-08-07,2015-08-09,906,960
1338,Ho?,"Quae adhuc, Cato, a te dicta sunt, eadem, inquam, dicere posses, si sequerere Pyrrhonem aut Aristonem. nec enim ignoras his istud honestum non summum modo, sed etiam, ut tu vis, solum bonum videri. quod si ita est, sequitur id ipsum, quod te velle video, omnes semper beatos esse sapientes. hosn?",FINISHED,2015-08-09,2015-08-11,1074,960
1339,Invita?,"Ut vero conservetur omnis homini erga hominem societas, coniunctio, caritas, et emolumenta et detrimenta, quae et appellant, communia esse voluerunt; quorum altera prosunt, nocent altera. neque solum ea communia, verum etiam paria esse dixerunt. incommoda autem et commoda - ita enim et appello - communia esse voluerunt, paria noluerunt. ill!",FINISHED,2015-08-11,2015-08-13,947,960
1340,Lice!,"Sunt autem quidam Epicurei timidiores paulo contra vestra convicia, sed tamen satis acuti, qui verentur ne, si amicitiam propter nostram voluptatem expetendam putemus, tota amicitia quasi claudicare videatur. itaque primos congressus copulationesque et consuetudinum instituendarum voluntates fieri propter voluptatem; cum autem usus progrediens familiaritatem effecerit, tum amorem efflorescere tantum, ut!",FINISHED,2015-08-13,2015-08-15,965,960
1341,Tu.,"Progrediamur igitur, quoniam, inquit, ab his principiis naturae discessimus, quibus congruere debent quae sequuntur. sequitur autem haec prima divisio: Aestimabile esse dicunt - sic enim, ut opinor, appellemus - id, quod aut ipsum secundum naturam sit aut tale quid efficiat, ut selectione dignum propterea sit, quod aliquod pondus habeat dignu!",FINISHED,2017-07-18,2017-07-23,2383,2400
1342,Quods!,"'At quicum ioca seria, ut dicitur, quicum arcana, quicum occulta omnia?' Tecum optime, deinde etiamcum mediocri amico. sed fac ista esse non inportuna; quid adutilitatem tantae pecuniae? vides igitur, si amicitiam sua caritatemetiare, nihil esse praestantius, sin emolumento, summasfamiliaritates praediorum fructuosorum mercede superari. me igituripsum ames oportet, non mea, s!",FINISHED,2017-07-23,2017-07-28,2397,2400
1343,Certe?,"Ut enim obscuratur et offunditur luce solis lumen lucernae, et ut interit magnitudine maris Aegaei stilla mellis, et ut in divitiis Croesi teruncii accessio et gradus unus in ea via, quae est hinc in Indiam, sic, cum sit is bonorum finis, quem Stoici dicunt, omnis ista rerum corporearum aestimatio splendor.",FINISHED,2017-07-28,2017-08-02,2512,2400
1344,Se.,"Lege laudationes, Torquate, noneorum, qui sunt ab Homero laudati, non Cyri, non Agesilai, nonAristidi aut Themistocli, non Philippi aut Alexandri, legenostrorum hominum, lege vestrae familiae; neminem videbis italaudatum, ut artifex callidus comparandarum voluptatum diceretur.non elogia monimentorum id significant, velut hoc ad portam: 'Huncunum plurimae consentiunt gentes populi primarium fuissevirum.' Idn.",FINISHED,2017-08-02,2017-08-07,2465,2400
1345,A?,"O praeclaram beate vivendi et apertam et simplicem et directam viam! eum enim certe nihil homini possit melius esse quam vacare omni dolore et molestia perfruique maximis et animi et corporis voluptatibus, videtisne quam nihil praetermittatur quod vitam adiuvet, quo facilius id, quod propositum est, summum bonum consequamur? clamat Epicurus.",FINISHED,2017-08-07,2017-08-12,2510,2400
1346,Se?,"Id qui in una virtute ponunt et splendore nominis capti quid natura postulet non intellegunt, errore maximo, si Epicurum audire voluerint, liberabuntur: istae enim vestrae eximiae pulchraeque virtutes nisi voluptatem efficerent, quis eas aut laudabilis aut expetendas arbitraretur? ut enim medicorum scientiam non ipsius artis, sed bonae valetudinis causa probamus!",FINISHED,2017-08-12,2017-08-17,2376,2400
1347,Constitut!,"Verum esto: verbum ipsumvoluptatis non habet dignitatem, nec nos fortasse intellegimus. hocenim identidem dicitis, non intellegere nos quam dicatisvoluptatem. rem videlicet difficilem et obscuram! individua cumdicitis et intermundia, quae nec sunt ulla nec possunt esse, intellegimus, voluptas, quae passeribus omnibus nota est, a nobisintellegi non potest? quid, si efficio u!",FINISHED,2017-08-17,2017-08-22,2337,2400
1348,A!,"Nec vero ignoro varias philosophorum fuisse sententias, eorum dico, qui summum bonum, quod ultimum appello, in animo ponerent. quae quamquam vitiose quidam secuti sunt, tamen non modo iis tribus, qui virtutem a summo bono segregaverunt, cum aut voluptatem aut vacuitatem doloris aut prima naturae in summis bonis ponerent, sed etia?",FINISHED,2017-08-22,2017-08-27,2356,2400
1349,Videamu!,"Quis, quaeso, inquit, est, qui quidsit voluptas nesciat, aut qui, quo magis id intellegat, definitionem aliquam desideret? Me ipsum esse dicerem, inquam, nisimihi viderer habere bene cognitam voluptatem et satis firmeconceptam animo atque comprehensam. Nunc autem dico ipsum Epicurumnescire et in eo nutare eumque, qui crebro dicat diligenteroportere exprimi qua!",FINISHED,2017-08-27,2017-09-01,2318,2400
1350,U?,"Contineo me ab exemplis. Graecishoc modicum est: Leonidas, Epaminondas, tres aliqui aut quattuor;ego si nostros colligere coepero, perficiam illud quidem, ut sevirtuti tradat constringendam voluptas, sed dies me deficiet, et, ut Aulus Varius, qui est habitus iudex durior, dicere consessorisolebat, cum datis testibus alii tamen citarentur: 'Aut hoc testiumsatis est?",FINISHED,2017-09-01,2017-09-06,2339,2400
1351,Videsn?,"Iam in altera philosophiae parte. quae est quaerendi ac disserendi, quae logikh dicitur, iste vester plane, ut mihi quidem videtur, inermis ac nudus est. tollit definitiones, nihil de dividendo ac partiendo docet, non quo modo efficiatur concludaturque ratio tradit, non qua via captiosa solvantur ambigua distinguantur ostendit; iudicia rerum i!",FINISHED,2017-09-06,2017-09-11,2432,2400
1352,Praeclare!,"O praeclaram beate vivendi et apertam et simplicem et directam viam! eum enim certe nihil homini possit melius esse quam vacare omni dolore et molestia perfruique maximis et animi et corporis voluptatibus, videtisne quam nihil praetermittatur quod vitam adiuvet, quo facilius id, quod propositum est, summum bonum consequamur? clamat Epicurus!",FINISHED,2017-09-11,2017-09-16,2512,2400
1353,Quar?,"Haec, quae praeposita dicimus, partim sunt per se ipsa praeposita, partim quod aliquid efficiunt, partim utrumque, per se, ut quidam habitus oris et vultus, ut status, ut motus, in quibus sunt et praeponenda quaedam et reicienda; alia ob eam rem praeposita dicentur, quod ex se aliquid efficiant, ut pecunia, ali?",FINISHED,2017-09-16,2017-09-21,2510,2400
1354,No.,"Hunc vos beatum; ratio quidemvestra sic cogit. at ego quem huic anteponam non audeo dicere;dicet pro me ipsa virtus nec dubitabit isti vestro beato M. Regulumanteponere, quem quidem, cum sua voluntate, nulla vi coactuspraeter fidem, quam dederat hosti, ex patria Karthaginemrevertisset, tum ipsum, cum vigiliis et fame cruciaretur, clamatvirtus beatiore.",FINISHED,2017-09-21,2017-09-26,2495,2400
1355,Ut?,"Faceres tu quidem, Torquate, haecomnia; nihil enim arbitror esse magna laude dignum, quod tepraetermissurum credam aut mortis aut doloris metu. non quaeriturautem quid naturae tuae consentaneum sit, sed quid disciplinae.ratio ista, quam defendis, praecepta, quae didicisti, quae probas, funditus evertunt amicitiam, quamvis eam Epicurus, ut facit, incaelum efferat laudibus. A?",FINISHED,2017-09-26,2017-10-01,2315,2400
1356,Tribu?,"Sed ut omittam pericula, labores, dolorem etiam, quem optimus quisque pro patria et pro suis suscipit, ut non modo nullam captet, sed etiam praetereat omnes voluptates, dolores denique quosvis suscipere malit quam deserere ullam officii partem, ad ea, quae hoc non minus declarant, sed videntur leviora, veniamus. Quid tibi, Torquate!",FINISHED,2017-10-01,2017-10-06,2384,2400
1357,U!,"Illud autem ipsum qui optineripotest, quod dicitis, omnis animi et voluptates et dolores adcorporis voluptates ac dolores pertinere? nihilne te delectatumquam - video, quicum loquar - te igitur, Torquate, ipsum per senihil delectat? omitto dignitatem, honestatem, speciem ipsamvirtutum, de quibus ante dictum est, haec leviora ponam: poema, orationem cum au!",FINISHED,2017-10-06,2017-10-11,2449,2400
1358,Minim.,"Ut vero conservetur omnis homini erga hominem societas, coniunctio, caritas, et emolumenta et detrimenta, quae et appellant, communia esse voluerunt; quorum altera prosunt, nocent altera. neque solum ea communia, verum etiam paria esse dixerunt. incommoda autem et commoda - ita enim et appello - communia esse voluerunt, paria noluerunt. ill.",FINISHED,2017-10-11,2017-10-16,2510,2400
1359,Ne.,"Ut enim, inquit, nemo dicit in regia regem ipsum quasi productum esse ad dignitatem (id est enim prohgmanon), sed eos, qui in aliquo honore sunt, quorum ordo proxime accedit, ut secundus sit, ad regium principatum, sic in vita non ea, quae primo loco sunt, sed ea, quae secundum locum optinent.",FINISHED,2017-10-16,2017-10-21,2395,2400
1360,A.,"Traditur, inquit, ab Epicuro rationeglegendi doloris. Iam id ipsum absurdum, maximum malum neglegi.sed quae tandem ista ratio est? Maximus dolor, inquit, brevis est.Primum quid tu dicis breve? deinde dolorem quem maximum? quid enim?summus dolor plures dies manere non potest? vide, ne etiam menses!nisi forte eum dicis, qui, simul atque arripuit.",FINISHED,2017-10-21,2017-10-26,2415,2400
1361,Ben.,"Age, inquies, ista parva sunt. Sapientem locupletat ipsa natura, cuius divitias Epicurus parabilesesse docuit. Haec bene dicuntur, nec ego repugno, sed inter seseipsa pugnant. negat enim tenuissimo victu, id est contemptissimisescis et potionibus, minorem voluptatem percipi quam rebusexquisitissimis ad epulandum. huic ego, si negaret quicquaminteresse ad beate vivendum quali uteretu!",FINISHED,2017-10-26,2017-10-31,2429,2400
1362,Minim.,"Sed et illum, quem nominavi, etceteros sophistas, ut e Platone intellegi potest, lusos videmus aSocrate. is enim percontando atque interrogando elicere solebateorum opiniones, quibuscum disserebat, ut ad ea, quae iirespondissent, si quid videretur, diceret. qui mos cum aposterioribus non esset retentus, Arcesilas eum revocavitinstituitque ut ii, qui se audire vellent?",FINISHED,2017-10-31,2017-11-05,2294,2400
1363,Memin.,"Tum ille: His igitur ita positis, inquit, sequitur magna contentio, quam tractatam a Peripateticis mollius - est enim eorum consuetudo dicendi non satis acuta propter ignorationem dialecticae - Carneades tuus egregia quadam exercitatione in dialecticis summaque eloquentia rem in summum discrimen adduxit, propterea quod pugnare non destitit in omni ha!",FINISHED,2017-11-05,2017-11-10,2440,2400
1364,Se.,"Pertinere autem ad rem arbitrantur intellegi natura fieri ut liberi a parentibus amentur. a quo initio profectam communem humani generis societatem persequimur. quod primum intellegi debet figura membrisque corporum, quae ipsa declarant procreandi a natura habitam esse rationem. neque vero haec inter se congruere possent, ut natura et procreari velle?",FINISHED,2017-11-10,2017-11-15,2414,2400
1365,U!,"Est, ut dicis, inquam. sed tamen omne, quod de re bona dilucide dicitur, mihi praeclare dici videtur. istius modi autem res dicere ornate velle puerile est, plane autem et perspicue expedire posse docti et intellegentis viri. Progrediamur igitur, quoniam, inquit, ab his principiis naturae discessimus, quibus congruere debent quae sequuntur.",FINISHED,2017-11-15,2017-11-20,2339,2400
1366,Se!,"'At quicum ioca seria, ut dicitur, quicum arcana, quicum occulta omnia?' Tecum optime, deinde etiamcum mediocri amico. sed fac ista esse non inportuna; quid adutilitatem tantae pecuniae? vides igitur, si amicitiam sua caritatemetiare, nihil esse praestantius, sin emolumento, summasfamiliaritates praediorum fructuosorum mercede superari. me igituripsum ames oportet, non mea, s?",FINISHED,2017-11-20,2017-11-25,2288,2400
1367,Deincep?,"Iis igitur est difficilius satis facere, qui se Latina scripta dicunt contemnere. in quibus hoc primum est in quo admirer, cur in gravissimis rebus non delectet eos sermo patrius, cum idem fabellas Latinas ad verbum e Graecis expressas non inviti legant. quis enim tam inimicus paene nomini Romano est, qu.",FINISHED,2017-11-25,2017-11-30,2326,2400
1368,Contine!,"Dic in quovis conventu te omniafacere, ne doleas. si ne hoc quidem satis ample, satis honeste diciputas, dic te omnia et in isto magistratu et in omni vitautilitatis tuae causa facturum, nihil nisi quod expediat, nihildenique nisi tua causa: quem clamorem contionis aut quam spemconsulatus eius, qui tibi paratissimus est!",FINISHED,2017-11-30,2017-12-05,2412,2400
1369,Circumscripti!,"Minime vero, inquit ille, consentit. quicquid enim praeter id, quod honestum sit, expetendum esse dixeris in bonisque numeraveris, et honestum ipsum quasi virtutis lumen extinxeris et virtutem penitus everteris. Dicuntur ista, Cato, magnifice, inquam, sed videsne verborum gloriam tibi cum Pyrrhone et cum Aristone, qui omnia exaequant, esse communem? d.",FINISHED,2017-12-05,2017-12-10,2288,2400
1370,Eademqu.,"Sed tamen nonne reprehenderes, Epicure, luxuriosos ob eam ipsam causam, quod ita viverent, utpersequerentur cuiusque modi voluptates, cum esset praesertim, utais tu, summa voluptas nihil dolere? atqui reperiemus asotos primumita non religiosos, ut edint de patella, deinde ita mortem nontimentes, ut illud in ore habeant ex Hymnide: 'Mihi sex mensessati.",FINISHED,2017-12-10,2017-12-15,2424,2400
1371,I?,"Haec mirabilia videri intellego, sed cum certe superiora firma ac vera sint, his autem ea consentanea et consequentia, ne de horum quidem est veritate dubitandum. sed quamquam negant nec virtutes nec vitia crescere, tamen utrumque eorum fundi quodam modo et quasi dilatari putant. Divitias autem Diogenes censet eam modo vi.",FINISHED,2017-12-15,2017-12-20,2293,2400
1372,Sun.,"Ut igitur illis, qui, recta ethonesta quae sunt, ea statuunt per se expetenda, adeunda sunt saepepericula decoris honestatisque causa, sic vestris, qui omniavoluptate metiuntur, pericula adeunda sunt, ut adipiscantur magnasvoluptates. si magna res, magna hereditas agetur, cum pecuniavoluptates pariantur plurimae, idem erit Epicuro vestro faciendum, si suum finem bonorum sequ?",FINISHED,2017-12-20,2017-12-25,2341,2400
1373,Nega!,"Sed hoc sane concedamus. contemnitenim disserendi elegantiam, confuse loquitur. gerendus est mos, modo recte sentiat. et quidem illud ipsum non nimium probo ettantum patior, philosophum loqui de cupiditatibus finiendis. anpotest cupiditas finiri? tollenda est atque extrahenda radicitus.quis est enim, in quo sit cupiditas, quin recte cupidus dicipossit? ergo et avaru!",FINISHED,2017-12-25,2017-12-30,2361,2400
1374,Se.,"Hunc vos beatum; ratio quidemvestra sic cogit. at ego quem huic anteponam non audeo dicere;dicet pro me ipsa virtus nec dubitabit isti vestro beato M. Regulumanteponere, quem quidem, cum sua voluntate, nulla vi coactuspraeter fidem, quam dederat hosti, ex patria Karthaginemrevertisset, tum ipsum, cum vigiliis et fame cruciaretur, clamatvirtus beatiore?",FINISHED,2017-12-30,2018-01-04,2498,2400
1375,Se?,"Huc et illuc, Torquate, vosversetis licet, nihil in hac praeclara epistula scriptum ab Epicurocongruens et conveniens decretis eius reperietis. ita redarguituripse a sese, convincunturque scripta eius probitate ipsius acmoribus. nam ista commendatio puerorum, memoria et caritasamicitiae, summorum officiorum in extremo spiritu conservatioindicat innatam esse homini probitatem gratuitam, non invitatamvoluptatibus ne!",FINISHED,2018-01-04,2018-01-09,2502,2400
1376,Vide!,"Eademque ratione ne temperantiam quidem propter se expetendam esse dicemus, sed quia pacem animis afferat et eos quasi concordia quadam placet ac leniat. temperantia est enim, quae in rebus aut expetendis aut fugiendis ut rationem sequamur monet. nec enim satis est iudicare quid faciendum non faciendumve sit, sed stare etia!",FINISHED,2018-01-09,2018-01-14,2346,2400
1377,Han!,"Verum esto; consequatur summasvoluptates non modo parvo, sed per me nihilo, si potest; sitvoluptas non minor in nasturcio illo, quo vesci Persas esse solitosscribit Xenophon, quam in Syracusanis mensis, quae a Platonegraviter vituperantur; sit, inquam, tam facilis, quam vultis, comparatio voluptatis, quid de dolore dicemus? cuius tanta tormentasunt, ut i.",FINISHED,2018-01-14,2018-01-19,2363,2400
1378,Pertiner.,"Haec igitur Epicuri non probo, inquam. De cetero vellem equidem aut ipse doctrinis fuisset instructior - est enim, quod tibi ita videri necesse est, non satis politus iis artibus, quas qui tenent, eruditi appellantur - aut ne deterruisset alios a studiis. quamquam te quidem video minime esse deterritum. Quae cu?",FINISHED,2018-01-19,2018-01-24,2308,2400
1379,Ia.,"Primum non saepe, deinde quae estista relaxatio, cum et praeteriti doloris memoria recens est etfuturi atque inpendentis torquet timor? 'Moriatur', inquit.Fortasse id optimum, sed ubi illud: 'Plus semper voluptatis'? sienim ita est, vide ne facinus facias, cum mori suadeas. potius ergoilla dicantur: turpe esse, viri non esse debilitari dolore, frangi!",FINISHED,2018-01-24,2018-01-29,2487,2400
1380,A.,"Videamus nunc, quam sint praeclare illa his, quae iam posui, consequentia. cum enim hoc sit extremum - sentis enim, credo, me iam diu, quod talow Graeci dicant, id dicere tum extremum, tum ultimum, tum summum; licebit etiam finem pro extremo aut ultimo dicere - cum igitur hoc sit extremum, congruente.",FINISHED,2018-01-29,2018-02-03,2467,2400
1381,Aequa.,"Sic, et quidem diligentius saepiusque ista loquemur inter nos agemusque communiter. sed residamus, inquit, si placet. Itaque fecimus. Tum ille: Tu autem cum ipse tantum librorum habeas, quos hic tandem requiris? Commentarios quosdam, inquam, Aristotelios, quos hic sciebam esse, veni ut auferrem, quos legerem, dum essem otiosus; quod quidem nobi.",FINISHED,2018-02-03,2018-02-08,2513,2400
1382,Se.,"Satisne igitur videor vim verborumtenere, an sum etiam nunc vel Graece loqui vel Latine docendus? ettamen vide, ne, si ego non intellegam quid Epicurus loquatur, cumGraece, ut videor, luculenter sciam, sit aliqua culpa eius, qui italoquatur, ut non intellegatur. quod duobus modis sine reprehensionefit, si aut de industria facias, u?",FINISHED,2018-02-08,2018-02-13,2352,2400
1383,Se?,"Ut autem a facillimis ordiamur, prima veniat in medium Epicuri ratio, quae plerisque notissima est. quam a nobis sic intelleges eitam, ut ab ipsis, qui eam disciplinam probant, non soleat accuratius explicari; verum enim invenire volumus, non tamquam adversarium aliquem convincere. accurate autem quondam a L. Torquato, homine omni doctrin?",FINISHED,2018-02-13,2018-02-18,2427,2400
1384,Se?,"Tum Torquatus: Prorsus, inquit, assentior; neque enim disputari sine reprehensione nec cum iracundia aut pertinacia recte disputari potest. sed ad haec, nisi molestum est, habeo quae velim. An me, inquam, nisi te audire vellem, censes haec dicturum fuisse? Utrum igitur percurri omnem Epicuri disciplinam placet an de una voluptate quaeri!",FINISHED,2018-02-18,2018-02-23,2408,2400
1385,I?,"In his primis naturalibus voluptasinsit necne, magna quaestio est. nihil vero putare esse praetervoluptatem, non membra, non sensus, non ingenii motum, nonintegritatem corporis, non valitudinem , summae mihividetur inscitiae. Atque ab isto capite fluere necesse est omnemrationem bonorum et malorum. Polemoni et iam ante Aristoteli eaprima visa sunt, quae paul?",FINISHED,2018-02-23,2018-02-28,2465,2400
1386,Ne.,"Atque haec quidem de rerum nominibus. de ipsis rebus autem saepenumero, Brute, vereor ne reprehendar, cum haec ad te scribam, qui cum in philosophia, tum in optimo genere philosophiae tantum processeris. quod si facerem quasi te erudiens, iure reprehenderer. sed ab eo plurimum absum neque, ut ea cognoscas, quae tib?",FINISHED,2018-02-28,2018-03-05,2498,2400
1387,Se!,"Itaque, Torquate, cum diceresclamare Epicurum non posse iucunde vivi, nisi honeste et sapienteret iuste viveretur, tu ipse mihi gloriari videbare. tanta visinerat in verbis propter earum rerum, quae significabantur hisverbis, dignitatem, ut altior fieres, ut interdum insisteres, utnos intuens quasi testificarere laudari honestatem et iustitiamaliquando ab Epicuro. quam te deceba.",FINISHED,2018-03-05,2018-03-10,2443,2400
1388,Quis!,"Sed cum, quod honestum sit, id solum bonum esse dicamus, consentaneum tamen est fungi officio, cum id officium nec in bonis ponamus nec in malis. est enim aliquid in his rebus probabile, et quidem ita, ut eius ratio reddi possit, ergo ut etiam probabiliter acti ratio reddi possit. est aute?",FINISHED,2018-03-10,2018-03-15,2424,2400
1389,A!,"Ut enim, inquit, nemo dicit in regia regem ipsum quasi productum esse ad dignitatem (id est enim prohgmanon), sed eos, qui in aliquo honore sunt, quorum ordo proxime accedit, ut secundus sit, ad regium principatum, sic in vita non ea, quae primo loco sunt, sed ea, quae secundum locum optinent.",FINISHED,2018-03-15,2018-03-20,2395,2400
1390,Aperia.,"Sed cum ab his omnia proficiscantur officia, non sine causa dicitur ad ea referri omnes nostras cogitationes, in his et excessum e vita et in vita mansionem. in quo enim plura sunt quae secundum naturam sunt, huius officium est in vita manere; in quo autem aut sunt plura contraria au.",FINISHED,2018-03-20,2018-03-25,2509,2400
1391,O,"Iam in altera philosophiae parte. quae est quaerendi ac disserendi, quae logikh dicitur, iste vester plane, ut mihi quidem videtur, inermis ac nudus est. tollit definitiones, nihil de dividendo ac partiendo docet, non quo modo efficiatur concludaturque ratio tradit, non qua via captiosa solvantur ambigua distinguantur ostendit; iudicia rerum i!",FINISHED,2017-05-13,2017-05-16,1417,1440
1392,Invita.,"Est, ut dicis, inquam. sed tamen omne, quod de re bona dilucide dicitur, mihi praeclare dici videtur. istius modi autem res dicere ornate velle puerile est, plane autem et perspicue expedire posse docti et intellegentis viri. Progrediamur igitur, quoniam, inquit, ab his principiis naturae discessimus, quibus congruere debent quae sequuntur.",FINISHED,2017-05-16,2017-05-19,1348,1440
1393,Lice!,"Nec vero ignoro varias philosophorum fuisse sententias, eorum dico, qui summum bonum, quod ultimum appello, in animo ponerent. quae quamquam vitiose quidam secuti sunt, tamen non modo iis tribus, qui virtutem a summo bono segregaverunt, cum aut voluptatem aut vacuitatem doloris aut prima naturae in summis bonis ponerent, sed etia!",FINISHED,2017-05-19,2017-05-22,1395,1440
1394,Se.,"Bonum autem, quod in hoc sermone totiens usurpatum est, id etiam definitione explicatur. sed eorum definitiones paulum oppido inter se differunt et tamen eodem spectant. ego adsentior Diogeni, qui bonum definierit id, quod esset natura absolutum. id autem sequens illud etiam, quod prodesset - alhma enim sic appellemus - motu?",FINISHED,2017-05-22,2017-05-25,1465,1440
1395,U!,"Et quoniam eadem naturacupiditatem ingenuit homini veri videndi, quod facillime apparet, cum vacui curis etiam quid in caelo fiat scire avemus, his initiisinducti omnia vera diligimus, id est fidelia, simplicia, constantia, tum vana, falsa, fallentia odimus, ut fraudem, periurium, malitiam, iniuriam. eadem ratio habet in se quiddamamplum atque magnificum, a.",FINISHED,2017-05-25,2017-05-28,1531,1440
1396,Invita!,"Hunc vos beatum; ratio quidemvestra sic cogit. at ego quem huic anteponam non audeo dicere;dicet pro me ipsa virtus nec dubitabit isti vestro beato M. Regulumanteponere, quem quidem, cum sua voluntate, nulla vi coactuspraeter fidem, quam dederat hosti, ex patria Karthaginemrevertisset, tum ipsum, cum vigiliis et fame cruciaretur, clamatvirtus beatiore!",FINISHED,2017-05-28,2017-05-31,1412,1440
1397,Videamu?,"Nemo igitur esse beatus potest.neque enim in aliqua parte, sed in perpetuitate temporis vita beatadici solet, nec appellatur omnino vita, nisi confecta atqueabsoluta, nec potest quisquam alias beatus esse, alias miser; quienim existimabit posse se miserum esse beatus non erit. nam cumsuscepta semel est beata vita, tam permanet quam ips.",FINISHED,2017-05-31,2017-06-03,1452,1440
1398,Han!,"Atque haec quidem de rerum nominibus. de ipsis rebus autem saepenumero, Brute, vereor ne reprehendar, cum haec ad te scribam, qui cum in philosophia, tum in optimo genere philosophiae tantum processeris. quod si facerem quasi te erudiens, iure reprehenderer. sed ab eo plurimum absum neque, ut ea cognoscas, quae tib.",FINISHED,2017-06-03,2017-06-06,1392,1440
1399,Prave?,"Circumscriptis igitur iis sententiis, quas posui, et iis, si quae similes earum sunt, relinquitur ut summum bonum sit vivere scientiam adhibentem earum rerum, quae natura eveniant, seligentem quae secundum naturam et quae contra naturam sint reicientem, id est convenienter congruenterque naturae vivere. Sed in ceteris artibus cum dicitur artificiose, posteru.",FINISHED,2017-06-06,2017-06-09,1481,1440
1400,Cu.,"Sed in ceteris artibus cum dicitur artificiose, posterum quodam modo et consequens putandum est, quod illi igennhmatik appellant; cum autem in quo sapienter dicimus, id a primo rectissime dicitur. quicquid enim a sapientia proficiscitur, id continuo debet expletum esse omnibus suis partibus; in eo enim positum est id, quod dicimu?",FINISHED,2017-06-09,2017-06-12,1518,1440
1401,Ii?,"Dicuntur ista, Cato, magnifice, inquam, sed videsne verborum gloriam tibi cum Pyrrhone et cum Aristone, qui omnia exaequant, esse communem? de quibus cupio scire quid sentias. Egone quaeris, inquit, quid sentiam? quos bonos viros, fortes, iustos, moderatos aut audivimus in re publica fuisse aut ipsi vidimus, qui sine ulla doctrin.",FINISHED,2017-06-12,2017-06-15,1470,1440
1402,Ho?,"Esto, fecerit, si ita vis, Torquatus propter suas utilitates - malo enim dicere quamvoluptates, in tanto praesertim viro - num etiam eius collega P.Decius, princeps in ea familia consulatus, cum se devoverat et equoadmisso in mediam aciem Latinorum irruebat, aliquid de voluptatibussuis cogitabat? ubi ut eam caperet aut quando? cu?",FINISHED,2017-06-15,2017-06-18,1400,1440
1403,S.,"Itaque, Torquate, cum diceresclamare Epicurum non posse iucunde vivi, nisi honeste et sapienteret iuste viveretur, tu ipse mihi gloriari videbare. tanta visinerat in verbis propter earum rerum, quae significabantur hisverbis, dignitatem, ut altior fieres, ut interdum insisteres, utnos intuens quasi testificarere laudari honestatem et iustitiamaliquando ab Epicuro. quam te deceba?",FINISHED,2017-06-18,2017-06-21,1341,1440
1404,Se?,"Certe, inquam, pertinax non ero tibique, si mihi probabis ea, quae dices, libenter assentiar. Probabo, inquit, modo ista sis aequitate, quam ostendis. sed uti oratione perpetua malo quam interrogare aut interrogari. Ut placet, inquam. Tum dicere exorsus est. Primum igitur, inquit, sic agam, ut ipsi auctori huius disciplinae placet: constituam.",FINISHED,2017-06-21,2017-06-24,1497,1440
